,status,director,producer,banner,story,screenplay,cinematography,movie,year,main_Cast,support_cast,editing,dialogue,lyrics,music,singers,movie genre,original story,art direction,distribution,makeup,background music,costumes,sound design,choreography,shooting location,design
1,Unreleased,Ravi Alummoodu,,,,,,nilavilakku,1986,[],[],,,Krishnaravi,Bombay S Kamal,"KJ Yesudas, P Susheeladevi",,,,,,,,,,,
1,Unreleased,Hariharan,GP Balan,GP Films,Hariharan,Hariharan,J Williams,samskaram,1981,"['Rajkumar', 'Latha', 'Ragini (New)']","['Sukumari', 'Raghavan']",,Hariharan,Mankombu Gopalakrishnan,MS Viswanathan,KJ Yesudas,,,,,,,,,,,
1,Unreleased,James,,,,,J Williams,thidambu,1986,"['Prem Nazir', 'Swapna', 'Ambika ']","['Charuhasan', 'Sreenath', 'Kuthiravattam Pappu', 'Sathar', 'Santhakumari', 'Anjali Naidu', 'Oduvil Unnikrishnan', 'Balan K Nair', 'Santhadevi', 'Nellikkode Bhaskaran', 'Ceylon Manohar']",,,Ravi Vilangan,Johnson,"KJ Yesudas, S Janaki, Unni Menon, Lathika",,,,,,,,,,,Rajan Varantharapally
1,1986-06-06,Baby,V Rajan,Gireesh Pictures,Joseph Madappally,Joseph Madappally,KB Dayalan,ithu oru thudakkam maathram,1986,"['Ratheesh', 'Jayalalitha']","['Devan', 'Jagannadha Varma', 'CI Paul', 'Balan K Nair', 'P Ramu', 'TG Ravi', 'Sumithra', 'Valsala Menon', 'Prathapachandran']",G Murali,Joseph Madappally,"U Radhakrishnan, Vasan",Rajamani,"KJ Yesudas, KS Chithra, Baby Roopa",,,,,,,,,,,
1,Unreleased,,,,,,,somayaagam,1986,[],[],,,Poovachal Khader,Shyam,KJ Yesudas,,,,,,,,,,,
1,Unreleased,,,,,,,love birds,1986,[],[],,,Poovachal Khader,G Devarajan,"KJ Yesudas, P Madhuri, Karthikeyan",,,,,,,,,,,
1,Unreleased,,,,,,,oraayiram ormakal,1986,[],"['Seema', 'Jose']",,,Vellanad Narayanan,Raveendran,"P Jayachandran, Vani Jairam",,,,,,,,,,,
1,"Released, Other language dubbing",Vijay,,Movie Hits,,,,prathikalethedi,1986,[],[],,,Mankombu Gopalakrishnan,Mahendran,"P Jayachandran, Vani Jairam, KP Brahmanandan, Krishnachandran, Lathika",,,,,,,,,,,
1,Unreleased,,,,,,,kunjikkiliye koodevide,1986,[],[],,,"Sainu Pallithazhathu, TK Layan",TK Layan,"KJ Yesudas, KS Chithra, TK Layan",,,,,,,,,,,
1,Released,,,,,,,prakrithiyile albhuthangal,1986,[],[],,,,,,,,,,,,,,,,
1,Unreleased,,,,,,,chithrashalabhangal,1986,[],[],,,,,"KJ Yesudas, S Janaki",,,,,,,,,,,
1,Unreleased,,,,,,,ninakkaay njaan paadunnu,1986,[],[],,,Sabu Kalikkal,PC Susheelan,"KJ Yesudas, KS Chithra, Ashalatha",,,,,,,,,,,
1,Unreleased,,,,,,,karmayogi,1986,[],[],,,"Fr. Cheriyan, Fr. Abel","KK Antony, Rajan Antony","KJ Yesudas, Ashalatha",,,,,,,,,,,
1,"Released, Other language dubbing",,,,,,,bhaaryamaarkku maathram,1986,[],[],,,Mankombu Gopalakrishnan,Shankar Ganesh,"P Jayachandran, Vani Jairam",,,,,,,,,,,
1,Unreleased,,,,,,,ennum ninte ormakalil,1986,[],[],,,"Bichu Thirumala, Gopikrishnan","Jerry Amaldev, Tomin Thachankari","KJ Yesudas, KS Chithra, Hariharan",,,,,,,,,,,
1,1986-07-02,PS Prakash,,Sangeethalaya,Ramesh Naidu,PS Prakash,PS Prakash,kaadinte makkal,1986,[],[],,MT Vasudevan Nair,,Ramesh Naidu,,,,,Gandhimathi Release,,,,,,,
1,Unreleased,,,,,,,ahalya,1986,[],[],,,"Mankombu Gopalakrishnan, K Jayakumar",Kannur Rajan,"KS Chithra, Unni Menon, Ambili, Krishnachandran, Sunanda",,,,,,,,,,,
1,Unreleased,,,,,,,sraavanam,1986,[],[],,,Sugathan Maambatta,M Vijayan,"Sujatha Mohan, Satheesh Babu",,,,,,,,,,,
1,Unreleased,KA Devaraj,,,,,,poomazha,1986,[],['Sudheesh'],,,KA Devaraj,Devadas,"CN Unnikrishnan, Kalyani Menon",,,,,,,,,,,
1,Released,VR Gopinath,,Thara Movies,Ranjith,VR Gopinath,Santhosh Sivan,oru maymaasappulariyil,1987,[],"['Nedumudi Venu', 'Ashokan', 'Kaviyoor Ponnamma', 'Murali', 'Balachandra Menon', 'Shari', 'PJ Radhakrishnan', 'Jameela Malik', 'Sreeja', 'Parvathi Jayaram']",Rajasekharan,VR Gopinath,"P Bhaskaran, VR Gopinath",Raveendran,"KJ Yesudas, KS Chithra, Ajithan, Baiju",,,Kurian Sabarigiri,,,,,,,,
1,Released,Jayadevan,Purushan Alappuzha,Sreedevi Movies,Jayadevan,Krishnadas,KS Mani,avalude kadha,1987,"['Shanawas', 'Anuradha', 'Sathar', 'P Ramu']","['VD Rajappan', 'Kuthiravattam Pappu', 'Jayamalini', 'Harikeshan Thampi ', 'Suchithra (Old)']",C Mani,Krishnadas,Poovachal Khader,AT Ummer,"KJ Yesudas, S Janaki, Krishnachandran, Lathika",,,Ramapuram Mohan,,,,M Kuppuraj,,,,Seera Karyavattam
1,Released,PG Vishwambharan,,Royal Productions,,,,ithaa samayamaayi,1987,[],"['TS Raju', 'Jagathy Sreekumar', 'Karamana Janardanan Nair', 'Ratheesh', 'Jayaram (Old)', 'Shari', 'Ragini (New)']",G Murali,,Shibu Chakravarthy,Shyam,KJ Yesudas,,,,,,,,,,,
1,1987-07-31,P Padmarajan,Stanley,Sithara Pictures,P Padmarajan,P Padmarajan,Ajayan Vincent,thoovaanathumbikal,1987,"['Mohanlal', 'Parvathi Jayaram', 'Sumalatha']","['Ashokan', 'Sreenath', 'Jayalalitha', 'Sankaradi', 'Jagathy Sreekumar', 'Santhakumari', 'Mudavanmugal Krishnankutty', 'Sulakshana', 'Indulekha', 'Tresya Jose', 'MG Soman', 'Poojappura Radhakrishnan', 'Alex Mathew', 'Babu Namboothiri', 'Sukumari']",B Lenin,P Padmarajan,"Sreekumaran Thampi, Paul Simon","Perumbavoor G Ravindranath, Paul Simon","KJ Yesudas, KS Chithra, G Venugopal, Paul Simon",,Udakapola By Padmarajan,Santhosh Vadanappally,Gandhimathi Release,,Johnson,,,,"Ottapalam, Thrissur",Santhosh Vadanappally
1,Released,Kamal,"Mohanlal, Kochumon",Chears,Kamal,John Paul,S Kumar,unnikale oru kadha parayaam,1987,"['Mohanlal', 'Karthika']","['Mamukkoya', 'Rajan Padoor', 'Thilakan', 'MG Soman', 'Yadu Krishnan', 'Innocent', 'Janardanan', 'Valsala Menon', 'Sukumari']",K Narayanan,John Paul,Bichu Thirumala,Ouseppachan,"KJ Yesudas, Ambili, Ouseppachan",,,Radhakrishnan (RK),,,Ouseppachan,,,,,PN Menon
1,Released,Jacob Breeze,,,,,,four plus four,1987,[],[],,,Poovachal Khader,Guna Singh,KS Chithra,,,,,,,,,,,
1,1987-07-24,Joshiy,Joy Thomas,Jubilee Productions,Dennis Joseph,Dennis Joseph,Jayanan Vincent,new delhi,1987,"['Sumalatha', 'Mammootty']","['Mohan Jose', 'PK Abraham', 'Devan', 'Thyagarajan', 'Suresh Gopi', 'Jagannadha Varma', 'Siddique', 'Harikeshan Thampi ', 'Urvasi', 'Vijayaraghavan', 'Prathapachandran']",K Sankunni,Dennis Joseph,Shibu Chakravarthy,Shyam,SP Balasubrahmanyam,,,Hari,Jubilee Pictures Release,,Shyam,,,,New Delhi,Gayathri Ashokan
1,1987-04-09,Lenin Rajendran,GP Vijayakumar,Seven Arts,"Lenin Rajendran, Sreevaraham Balakrishnan",Lenin Rajendran,Madhu Ambatt,swathi thirunaal,1987,['Anant Nag'],"['Kaithapram', 'Nedumudi Venu', 'Murali', 'Kuyili', 'Bostan', 'Srividya', 'Ravi Vallathol', 'Innocent', 'Ambika ', 'Jagannathan', 'Babu Namboothiri', 'Sujatha Thiruvananthapuram', 'Ranjini', 'Aliyar', 'Kanakalatha']",Ravi,Lenin Rajendran,"Irayimman Thampi, Swathi Thirunal, Thyagaraja",MB Sreenivasan,"KJ Yesudas, KS Chithra, S Janaki, SP Balasubrahmanyam, Ambilikkuttan, Arundhathi, M Balamuralikrishna, Neyyatinkara Vasudevan",,,P Krishnamoorthy,Seven Arts Release,,,,,,,S Rajendran
1,1987-06-02,Hariharan,PKR Pillai,Shirdi Sai Creations,MT Vasudevan Nair,MT Vasudevan Nair,Saroj Padi,amritham gamaya,1987,"['Geetha', 'Parvathi Jayaram', 'Mohanlal']","['Rajyalakshmi', 'Kamala Kamesh', 'Captain Raju', 'Devan', 'Kuthiravattam Pappu', 'Vineeth', 'Vijayakumar (Old)', 'Thilakan', 'Karamana Janardanan Nair', 'RK Nair', 'Kunjandi', 'Johny', 'Harikeshan Thampi ', 'Abu Sirkar', 'Babu Namboothiri', 'Sukumari']",MS Mani,MT Vasudevan Nair,,,,,,S Konnannattu,Shirdhisai Release,,MB Sreenivasan,,,,,PN Menon
1,Released,Bharathan,"Babu Thiruvalla, Pandalam Gopinath (M.G. Gopinath)",Symphony Creations,John Paul,John Paul,Vasanth Kumar,oru minnaaminunginte nurungu vettam,1987,"['Sharada', 'Nedumudi Venu']","['Devan', 'Babu Thiruvalla', 'Sankaradi', 'Innocent', 'Harikeshan Thampi ', 'MS Thrippoonithura', 'Bhagyalakshmi', 'Parvathi Jayaram']",Bharathan,John Paul,ONV Kurup,Johnson,"KJ Yesudas, Krishnachandran, Lathika",,,Bharathan,,,,,,,,
1,Released,Cross Belt Mani,Jayasree Mani,Vidya Movie Tone,Cheri Viswanath,Cheri Viswanath,Cross Belt Mani,naaradan keralathil,1987,[],"['Vettoor Purushan', 'CI Paul', 'Thodupuzha Vasanthy', 'Lalithasree', 'Mukesh', 'Harikeshan Thampi ', 'Bahadoor', 'Bobby Kottarakkara', 'Shari', 'Kuthiravattam Pappu', 'Kaduvakulam Antony', 'Nedumudi Venu', 'Ratheesh', 'Balan K Nair', 'Babitha', 'Ravi Menon', 'Jagathy Sreekumar', 'Shailaja', 'Vijayaraghavan']",C Mani,Cheri Viswanath,P Bhaskaran,MK Arjunan,"KJ Yesudas, Vani Jairam, Lathika, Sreekanth",,,Sreeni,Padma-Biju Release,,SP Venkitesh,,,,,Sreeni
1,Released,Rajasenan,Augustine Prakash,Super Productions,Joseph Vattoli,Rajasenan,N Karthikeyan,kanikaanumneram,1987,"['Ratheesh', 'Sunitha', 'Saritha', 'Vineeth']","['Nedumudi Venu', 'Subala (Bindu)']",G Murali,Rajasenan,P Bhaskaran,AT Ummer,"KJ Yesudas, KS Chithra",,,Sithara,,,,,,,,
1,Released,IV Sasi,Raju Mathew,Century Films,T Damodaran,T Damodaran,Jayanan Vincent,adimakal udamakal,1987,"['Mohanlal', 'Mammootty', 'Urvasi', 'Nalini', 'Seema']","['Captain Raju', 'Mukesh', 'Harikeshan Thampi ', 'Valsala Menon', 'Rajan Padoor', 'Jagannadha Varma', 'Thilakan', 'Lissy Lakshmi', 'Ratheesh', 'Santhakumari', 'Balan K Nair', 'Sukumari', 'Mamukkoya', 'Sankaradi', 'Kuyili', 'Jagathy Sreekumar', 'Johny', 'Janardanan', 'KP Ummer']",K Narayanan,T Damodaran,,,,,,IV Satheesh Babu,,,Shyam,,,,,PN Menon
1,Released,A Chandrasekharan,"Jayan, Offar, Ravi",Sagarika Productions,P Surendran,A Chandrasekharan,Divakara Menon,manjamandaarangal,1987,"['Mukesh', 'Rohini']","['Sabitha Anand', 'Nedumudi Venu', 'Sathar', 'Jagannadha Varma', 'Thilakan', 'Jayabharathi', 'Mala Aravindan', 'Baby Soumya', 'Valsala Menon']",K Rajagopal,A Chandrasekharan,MD Rajendran,Jerry Amaldev,"KJ Yesudas, KS Chithra",,,Gayathri Guruvayur,,,Johnson,,,,,PN Menon
1,Released,Unni Aranmula,,Divya Movies,Unni Aranmula,Unni Aranmula,Vipin Mohan,swargam,1987,[],"['Unni', 'Karamana Janardanan Nair', 'MG Soman', 'Mukesh', 'Bobby Kottarakkara', 'Urvasi', 'Mala Aravindan', 'Umesh', 'Kanakalatha', 'Shivaji', 'Meena (Old)', 'Thilakan', 'Adoor Bhasi', 'Shelly', 'Ravi Menon', 'Sankaradi', 'Jagathy Sreekumar', 'Aranmula Ponnamma', 'KP Ummer']",K Rajagopal,Unni Aranmula,Unni Aranmula,Gopan,KJ Yesudas,,,Radhakrishnan (RK),Super Release,,G Devarajan,,,,,Appu
1,1987-05-15,K Madhu,M Mani,Sunitha Productions,SN Swamy,SN Swamy,Vipin Das,irupathaam noottaandu,1987,"['Mohanlal', 'Suresh Gopi', 'Urvasi', 'Ambika ']","['Sreenath', 'PC Soman', 'Kaviyoor Ponnamma', 'Jose', 'Santhosh', 'Kothuku Nanappan', 'Tony', 'Jagadish', 'Vishnuprakash', 'KPAC Sunny', 'Prathapachandran', 'Jagannadha Varma', 'Adoor Bhasi', 'Sukumari', 'TP Madhavan', 'Kollam Ajith', 'Mamukkoya', 'Dr Jayan', 'Jagathy Sreekumar', 'Janardanan']",VP Krishnan,SN Swamy,Chunakkara Ramankutty,Shyam,KJ Yesudas,Action,,,,,,,,,,
1,Released,Bharathan,Sam Philadelphia,Soyis,John Paul,John Paul,Vasanth Kumar,neelakkurinji poothappol,1987,"['Karthika', 'Girish Karnad']","['Shyama', 'Nedumudi Venu', 'Baby Lakshmi Mariya', 'KPAC Lalitha', 'Vidhu Krishnan', 'Innocent', 'Yadu Krishnan', 'Sreenivasan']",Ravi,John Paul,Kavalam Narayana Panicker,Jerry Amaldev,"S Janaki, Krishnachandran, Lathika",,,KS Saseendran,Century Release,KV Bhaskaran,Ouseppachan,Kumar,,,,"Bharathan, PN Menon"
1,Released,Vijayan Karote,New Lines,,Vijayan Karote,Govardhan,BR Ramakrishna,aadyaraathrikku munpu,1992,[],['Devan'],MV Natarajan,Govardhan,Poovachal Khader,G Devarajan,"KJ Yesudas, P Madhuri, KP Brahmanandan",,Ezhuthaani Moorkhan,,,,,,,,,
1,1987-01-10,Pavithran,,Eranadan Movies,KMA Raheem,KMA Raheem,Madhu Ambatt,uppu,1987,"['PT Kunju Muhammad', 'Jayalalitha']","['Bharathi Vishnuvardhan', 'TV Chandran', 'Madhavan Chembukkavu', 'Vijayan Kottarathil', 'Mullanezhi', 'CV Sreeraman', 'Valsala Menon', 'Sadiq', 'Meena Krishnan', 'VK Sreeraman', 'Renuka C Nair']",Venugopal,KMA Raheem,,,,,,Sithara,,,Saratchandra Marathe,,,,,Gayathri Ashokan
1,Released,Sajan,PT Xavier,Vijaya Movies,K George Joseph,Kaloor Dennis,Anandakkuttan,nirabhedangal,1987,"['Sunitha', 'Ambika ', 'Shari', 'Geetha', 'Prathap Pothen']","['TP Madhavan', 'Sankaradi', 'Santhakumari', 'Adoor Bhavani', 'Mala Aravindan', 'Nanditha Bose', 'Bhagyalakshmi (New)', 'Lalu Alex']",VP Krishnan,Kaloor Dennis,Chunakkara Ramankutty,Shyam,P Susheela,,,Rajan Varantharapally,Vijaya Release,Thomas,Shyam,,,,,Gayathri Ashokan
1,1987-03-20,Jeasy,,Chithrakaumudi,KK Sudhakaran,John Paul,Anandakkuttan,neeyethra dhanya,1987,"['Karthika', 'Murali', 'Menaka Sureshkumar']","['Nahas Shah', 'Lissy Lakshmi', 'MG Soman', 'Mukesh', 'Mala Aravindan', 'Valsala Menon', 'Divya Unni']",Hariharaputhran KP,John Paul,ONV Kurup,G Devarajan,"KJ Yesudas, P Madhuri, R Usha",,Oru Njaayaraazhchayude Ormaykku,Kitho,Angel Release,,,,,,,Kitho
1,Released,Vijayakrishnan (RK),Hassan,HNS Productions,Pappanamkodu Lakshmanan,Pappanamkodu Lakshmanan,Melly Dayalan,nee allenkil njaan,1987,"['Jagathy Sreekumar', 'Sindhu']","['Captain Raju', 'Disco Santhi', 'Bahadoor', 'Balan K Nair', 'Bobby Kottarakkara', 'Kaduvakulam Antony', 'Sangeetha (Old)', 'Bheeman Raghu', 'TG Ravi', 'Vanchiyoor Radha', 'Gomathi', 'Prathapachandran']",K Sankunni,Pappanamkodu Lakshmanan,Poovachal Khader,AT Ummer,,,,,HNS Productions,,,,,,,
1,Released,J Williams,Thiruppathi Chettiyar,Evershine,Balu Kiriyath,Balu Kiriyath,J Williams,aattakkadha,1987,[],"['Captain Raju', 'Jagathy Sreekumar', 'Ratheesh', 'Innocent', 'Pradeep Sakthi', 'Raveendran', 'Sukumari', 'Ilavarasi']",K Sankunni,Balu Kiriyath,Balu Kiriyath,Raghu Kumar,"KJ Yesudas, Vani Jairam",,,,,,SP Venkitesh,,,,,Radhakrishnan (RK)
1,Released,KS Gopalakrishnan,,,KS Gopalakrishnan,KS Gopalakrishnan,KS Mani,dheeran,1987,"['Gomathi', 'Madhuri', 'Viji', 'Anuradha', 'Ratheesh']","['Sathar', 'Bheeman Raghu', 'Lalithasree']",K Rajagopal,KS Gopalakrishnan,Poovachal Khader,AT Ummer,"P Jayachandran, Lathika",,,,,,,,,,,Seera Karyavattam
1,1987-01-16,P Chandrakumar,,Roshni Movies,PH Rasheed,PM Thaj,N Vijayakumar,kurukkan raajaavaayi,1987,"['Mukesh', 'Maniyanpilla Raju', 'Saleema']","['Vallathol Unnikrishnan', 'Sathar', 'Jayalalitha', 'Kuthiravattam Pappu', 'Prameela', 'Jagathy Sreekumar', 'Oduvil Unnikrishnan', 'Soorya', 'Bahadoor', 'TG Ravi']",K Rajagopal,PM Thaj,Poovachal Khader,AT Ummer,"S Janaki, Ashalatha, Krishnachandran, Oduvil Unnikrishnan",Comedy,,,Beejees Release,Punaloor Ravi,,,,,,PN Menon
1,Released,Mohan,"Sivan Kunnampilly, MI Murali",Thushara Films,Nedumudi Venu,Mohan,Saroj Padi,sruthi,1987,"['Mukesh', 'Nedumudi Venu', 'Geetha']","['Mrudula', 'Vijay Menon', 'Nahas Shah', 'Ravi Menon', 'KPAC Lalitha', 'Sankaradi', 'Thilakan', 'Jagannathan', 'Sreenivasan', 'Shylaja', 'Valsala Menon', 'Preethy Mathew', 'Jyothisree', 'TP Madhavan']",G Murali,Mohan,Balachandran Chullikkad,Johnson,"KJ Yesudas, KS Chithra, Unni Menon, Chorus, Lathika",,,S Rajendran,,,,,,,,Kitho
1,Released,Fazil,Swargachithra Appachan,Swargachithra,Omana Gangadharan,Fazil,Anandakkuttan,manivathoorile aayiram shivaraathrikal,1987,"['Mammootty', 'Suhasini']","['Anila', 'Devan', 'Lissy Lakshmi', 'MG Soman', 'Adoor Bhasi', 'Sukumari']",TR Sekhar,Jagadish,ONV Kurup,MB Sreenivasan,"KJ Yesudas, KS Chithra, MG Sreekumar",,,K Krishnankutty,,,,,,,,PN Menon
1,Released,Asha Khan,,HNS Productions,Melly Dayalan,Pappanamkodu Lakshmanan,Melly Dayalan,kalathinte shabdam,1987,"['Shari', 'Ratheesh']","['Captain Raju', 'Prathapachandran']",G Murali,Pappanamkodu Lakshmanan,,,,,,,,,SP Venkitesh,,,,,
1,Released,IV Sasi,Babu,Thomsun Films,T Damodaran,T Damodaran,V Jayaram,naalkkavala,1987,"['Mammootty', 'Shobhana', 'Urvasi', 'Seema']","['Captain Raju', 'CI Paul', 'Lalithasree', 'MG Soman', 'Bahadoor', 'TG Ravi', 'Thiruthiyadu Vilasini', 'Vincent', 'Devan', 'Kuthiravattam Pappu', 'Thikkurissi Sukumaran Nair', 'Baby Ambili', 'Kunchan', 'KPAC Sunny', 'Sabitha Anand', 'Jagannadha Varma', 'RK Nair', 'Lissy Lakshmi', 'Santhakumari', 'Balan K Nair', 'Sreenivasan', 'Kollam Ajith', 'Mamukkoya', 'Augustine', 'Jagathy Sreekumar', 'Johny', 'Janardanan']",K Narayanan,T Damodaran,Yusufali Kecheri,Shyam,"KS Chithra, CO Anto, Krishnachandran",,,IV Satheesh Babu,Thomsun Films,,,,,,,PN Menon
1,1987-01-10,Adoor Gopalakrishnan,Raveendranathan Nair,General Pictures,Adoor Gopalakrishnan,Adoor Gopalakrishnan,Mankada Ravi Varma,anantharam,1987,"['Mammootty', 'Shobhana', 'Ashokan']","['Kaviyoor Ponnamma', 'Krishnankutty Nair', 'NB Thampi', 'Bahadoor', 'Aliyar', 'Adoor Pankajam', 'CR Ajaya Kumar', 'Vembayam Thampi', 'KPS Kurupu', 'John Samuel', 'Master Sooraj', 'BK Nair', 'Lolitha', 'Sudheesh', 'Mumtaz', 'Somasekharan Nair', 'KPAC Azeez', 'P Gangadharan Nair', 'Sudhakaran Nair', 'Punnapra Appachan', 'M Chandran Nair', 'Kukku Parameswaran']",M Mani,Adoor Gopalakrishnan,Traditional,MB Sreenivasan,"MG Sreekumar, Neyyatinkara Vasudevan, Ramesh",,,Sivan,General Pictures Release,,MB Sreenivasan,,,,,Gayathri Ashokan
1,Released,Ramachandran Pillai,American Achayan,Geodaya,Prof Mariamma Philip,Prof Mariamma Philip,VE Gopinath,aalippazhangal,1987,"['Shanker', 'Geli']","['Jagannadha Varma', 'Sankaradi', 'Thilakan', 'Suman Bichu', 'Ragini (New)', 'Alummoodan', 'Jose Prakash', 'KPAC Sunny', 'Appa Haja', 'Sukumari', 'Haris Rahman']",N Gopalakrishnan,Prof Mariamma Philip,"Prof Mariamma Philip, Vellanad Narayanan",Darsan Raman,"KJ Yesudas, Krishnachandran, Lathika, P Susheeladevi, R Usha",,,,,PN Mani,,Ramachandran,,,,Sax
1,Released,Mohan,"G Jayakumar, GP Vijayakumar",Seven Arts,Nedumudi Venu,Mohan,Sunny Joseph,theertham,1987,"['Nedumudi Venu', 'Pallavi Joshi']","['Murali', 'Thilakan', 'Surasu', 'Venu Nagavally', 'Innocent', 'Kollam Thulasi', 'Jagannathan', 'Shari', 'Balachandran Chullikkad', 'Vettukkili Prakash', 'Padmakumar ', 'Valsala Menon', 'Babu Namboothiri', 'Subala (Bindu)', 'KPAC Sunny', 'Balan Kattoor', 'TP Madhavan']",Ravi,Mohan,"Kavalam Narayana Panicker, Balachandran Chullikkad",Bombay Ravi,"Nedumudi Venu, Alka Yagnik, Chorus",,,S Rajendran,Seven Arts Release,,Bombay Ravi,,,,,S Rajendran
1,Released,Joseph Madappally,V Rajan,Gireesh Pictures,Joseph Madappally,Joseph Madappally,Mankada Ravi Varma,thoranam,1987,[],"['Nedumudi Venu', 'Yamuna', 'Oduvil Unnikrishnan', 'MG Soman', 'Kunjandi', 'Vanchiyoor Radha', 'Janardanan']",Ravi,Joseph Madappally,ONV Kurup,G Devarajan,"KJ Yesudas, P Madhuri",,,P Jaisingh,Gireesh Pictures,Mani,,,,,,Radhakrishnan (RK)
1,Released,Alleppey Ashraf,Eeraali,Surabhi,Eeraali,Salim Cherthala,V Aravindakshan,kottum kuravayum,1987,[],"['Jagathy Sreekumar', 'Ratheesh', 'Mukesh', 'Innocent', 'Mammootty', 'Urvasi', 'Sreenivasan', 'Bobby Kottarakkara', 'Kaduvakulam Antony', 'Mala Aravindan', 'Shari', 'Sukumari', 'TG Ravi']",L Bhoominathan,Salim Cherthala,Panthalam Sudhakaran,Raghu Kumar,"Vani Jairam, Unni Menon",,,,,,,,,,,
1,Released,Soman Ambattu,"KB Saseendran , Achuthan",Navayuga Films,"KB Saseendran , Soman Ambattu",E Moses,J Williams,agnimuhoortham,1987,[],"['Santhosh', 'Ratheesh', 'Soorya', 'Mala Aravindan', 'Urvasi']",K Sankunni,E Moses,Balu Kiriyath,SP Venkitesh,"KS Chithra, Unni Menon, Baby Sangeetha",,,,,,,,,,,PN Menon
1,Released,Vijayan Karote,,,UA Khader,Vijayan Karote,Venu,chanthayil choodi vilkkunna pennu,1987,"['Devan', 'Sangeetha Naik']","['Kuthiravattam Pappu', 'Kuttyedathi Vilasini', 'Thilakan', 'Thodupuzha Vasanthy', 'Sairabhanu', 'Mala Aravindan', 'Nilambur Balan', 'Babu Namboothiri']",,UA Khader,Prakash Menon,Vidyadharan Master,"KJ Yesudas, P Jayachandran, Kalyani Menon",,,,,,,,,,,
1,Released,P Chandrakumar,,Jay Arts,TK Balachandran,PM Thaj,Divakara Menon,yaagaagni,1987,[],"['Sabitha Anand', 'Captain Raju', 'Suresh Gopi', 'Philomina', 'Santhakumari', 'MG Soman', 'Rohini', 'Saritha']",K Narayanan,PM Thaj,Mankombu Gopalakrishnan,AT Ummer,"KJ Yesudas, R Usha",,,,,,,,,,,
1,Released,P Chandrakumar,,Meriland Movies,PM Thaj,PM Thaj,N Vijayakumar,p.c. 369,1987,"['Suresh Gopi', 'Mukesh', 'Rohini', 'Maniyanpilla Raju', 'Saritha']","['Santhakumari', 'Oduvil Unnikrishnan', 'Baby Indira', 'Santhadevi', 'TG Ravi', 'Vijayaraghavan']",K Rajagopal,PM Thaj,"Chowalloor Krishnankutty, Dr K Narayanankutty",KPN Pillai,"KJ Yesudas, Krishnachandran",,,Sreeni,,,SP Venkitesh,,,,,Sreeni
1,Released,PK Radhakrishnan,Joseph Nediyapalakkal,Suradha Films,PK Radhakrishnan,PK Radhakrishnan,Sandu Roy,vaiki odunna vandi,1987,"['Nalini', 'Muralikanth']","['Jagathy Sreekumar', 'Santhadevi']",K Sankunni,PK Radhakrishnan,Ezhacheri Ramachandran,Raveendran,"KJ Yesudas, P Jayachandran, Shailaja",,,,,,,,,,,
1,Released,Joshiy,,Tharangini Films,AR Mukesh,Kaloor Dennis,Jayanan Vincent,january oru orma,1987,"['Mohanlal', 'Karthika']","['Maniyanpilla Raju', 'Mohan Jose', 'Kollam Ajith', 'Suresh Gopi', 'Jagathy Sreekumar', 'Karamana Janardanan Nair', 'MG Soman', 'Jayabharathi', 'Rohini', 'KPAC Sunny', 'Prathapachandran', 'Lalu Alex']",K Sankunni,Kaloor Dennis,Shibu Chakravarthy,Ouseppachan,KJ Yesudas,,,,,,Ouseppachan,,,,,
1,1987-05-22,IV Sasi,Mathew George,Central Productions,T Damodaran,T Damodaran,V Jayaram,vritham,1987,"['Shobhana', 'Geetha', 'Kamalahasan']","['Sreenath', 'Captain Raju', 'CI Paul', 'Thodupuzha Vasanthy', 'MG Soman', 'Devan', 'Kunjandi', 'Rohini', 'Babu Antony', 'Valsala Menon', 'Jose Prakash', 'KPAC Sunny', 'Ajith Kumar', 'Prathapachandran', 'Suresh Gopi', 'Jagannadha Varma', 'Thilakan', 'Ragini (New)', 'Sukumari', 'TP Madhavan', 'Nahas Shah', 'Jayalalitha', 'Sankaradi', 'Johny', 'Janardanan']",K Narayanan,"John Paul, T Damodaran",Bichu Thirumala,Shyam,"KJ Yesudas, KS Chithra, Pattom Sadan",Action,,IV Satheesh Babu,Central Pictures Release,MO Devasya,,,,,,Kitho
1,1987-04-09,Balachandra Menon,AV Govindankutty,Kailas Movie Tone,Balachandra Menon,Balachandra Menon,K Ramachandrababu,achuvettante veedu,1987,"['Nedumudi Venu', 'Balachandra Menon', 'Rohini Hattangadi']","['Baby Nandini', 'Meena (Old)', 'PC Soman', 'Kaviyoor Ponnamma', 'Sankaradi', 'Jagannadha Varma', 'Thilakan', 'Viji Thampy', 'Ravi Menon', 'Sukumaran', 'Adoor Bhavani', 'Rohini', 'Joby', 'Sasi', 'Aranmula Ponnamma', 'Sumithra', 'TP Madhavan']",Balachandra Menon,Balachandra Menon,S Ramesan Nair,Vidyadharan Master,"KJ Yesudas, KS Chithra",,,,Safe Release,,Mohan Sithara,,,,,Shajiyem
